No,KoreanName,EnglishName,KCD,VCode,Support,PrimarySpecialty,RelatedSpecialties,AllSpecialties,Confidence,Reason
691,부신발증,Adrenal crisis,E27.2,V116,의료비(급여부분),신장내과,내분비대사내과,신장내과; 내분비대사내과,중,"신장내과: renal | 내분비대사내과: 부신, adrenal"
690,부신백질형성장애[애디슨-쉴더],Adrenoleukodystrophy[Addison-Schilder],E71.3,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,내분비대사내과; 혈액종양내과,신경과; 내분비대사내과; 혈액종양내과,중,"신경과: 백질, dystrophy | 내분비대사내과: 부신 | 혈액종양내과: leuk"
689,부신생식기증후군 NOS,Adrenogenital syndrome NOS,E25.9,V115,의료비(급여부분),내분비대사내과,소아청소년과/의학유전학; 산부인과/생식의학,소아청소년과/의학유전학; 내분비대사내과; 산부인과/생식의학,중,"소아청소년과/의학유전학: 증후군, syndrome | 내분비대사내과: 부신 | 산부인과/생식의학: 생식"
688,부신출혈,Adrenal haemorrhage,E27.4,V116,의료비(급여부분),신장내과,내분비대사내과,신장내과; 내분비대사내과,중,"신장내과: renal | 내분비대사내과: 부신, adrenal"
687,부신피질발증,Adrenocortical crisis,E27.2,V116,의료비(급여부분),내분비대사내과,,내분비대사내과,중상,내분비대사내과: 부신
686,부신피질부전 NOS,Adrenocortical insufficiency NOS,E27.4,V116,의료비(급여부분),내분비대사내과,,내분비대사내과,중상,내분비대사내과: 부신
685,부정맥유발성 우심실 형성이상,Arrhythmogenic right ventricular dysplasia,I42.80,V900,의료비(급여부분),심장내과/소아심장과,정형외과,심장내과/소아심장과; 정형외과,중,"심장내과/소아심장과: 심실, 정맥, 부정맥, ventric | 정형외과: dysplasia"
684,분열뇌증,Schizencephaly,Q04.6,V240,의료비(급여부분),신경과,,신경과,중상,"신경과: 뇌, encephal"
683,불완전골형성,Osteogenesis imperfecta,Q78.0,V183,의료비(급여부분),정형외과,,정형외과,중상,"정형외과: 골, 골형성, oste"
682,불완전상아질형성,Dentinogenesis imperfecta,K00.51,V310,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
681,블라우 증후군,Blau syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
680,블랙판-다이아몬드증후군,Blackfan-Diamond syndrome,D61.0,V023,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
679,블륨 증후군,Bloom syndrome,Q82.8,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
678,비가역적 확장성 심근병증,Irreversible dilated cardiomyopathy,I42.0,V127,의료비(급여부분),신경과,심장내과/소아심장과,신경과; 심장내과/소아심장과,중,"신경과: myopath | 심장내과/소아심장과: 심근, 심근병, card"
677,비가족성 저감마글로불린혈증,Nonfamilial hypogammaglobulinaemia,D80.1,V111,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
676,"비골근위축(축삭형, 비대형)","Peroneal muscular atrophy(axonal type, hypertrophic type)",G60.0,V169,"의료비(급여부분), 인공호흡기 및 기침유발기",신경과,정형외과,신경과; 정형외과,중,신경과: 근위축 | 정형외과: 골
675,비대성 대동맥판하협착,Hypertrophic subaortic stenosis,I42.1,V127,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,"심장내과/소아심장과: 대동맥, aort"
674,비데만-스타이너 증후군,Wiedemann-Steiner syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
673,비스코트-얼드리치증후군,Wiskott-Aldrich syndrome,D82.0,V111,의료비(급여부분),이비인후과,소아청소년과/의학유전학; 치과/구강악안면외과,소아청소년과/의학유전학; 이비인후과; 치과/구강악안면외과,중,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 코, ot | 치과/구강악안면외과: 치"
672,비신경병성 유전가족성 아밀로이드증,Non-neuropathic heredofamilial amyloidosis,E85.0,V121,의료비(급여부분),신경과,소아청소년과/의학유전학; 비뇨의학과,신경과; 소아청소년과/의학유전학; 비뇨의학과,중,"신경과: 신경, 신경병, neu | 소아청소년과/의학유전학: 유전 | 비뇨의학과: uro"
671,비정형 용혈-요독증후군,Atypical haemolytic-uraemic syndrome,D59.3,V219,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
670,"비정형마이코박테륨증, 가족형, X연관","Atypical mycobacteriosis, familial, X-linked",A31.9,V900,의료비(급여부분),이비인후과,,이비인후과,중상,이비인후과: 코
669,비케톤고글라이신혈증,Non-ketotic hyperglycinaemia,E72.5,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",이비인후과,,이비인후과,중상,이비인후과: ot
668,비타민D저항골연화증,Vitamin-D-resistant osteomalacia,E83.3,V189,의료비(급여부분),정형외과,,정형외과,중상,"정형외과: 골, oste"
667,비타민D저항구루병,Vitamin-D-resistant rickets,E83.3,V189,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
666,비폐색성 비대성 심근병증,Nonobstructive hypertrophic cardiomyopathy,I42.20,V127,의료비(급여부분),신경과,심장내과/소아심장과; 호흡기내과,신경과; 심장내과/소아심장과; 호흡기내과,중,"신경과: myopath | 심장내과/소아심장과: 심근, 심근병, card | 호흡기내과: 폐"
665,빌트-호그-두베증후군,Birt-Hogg-Dube syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
664,뾰족머리증,Acrocephaly,Q75.0,V265,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
664,뾰족머리증,Oxycephaly,Q75.0,V265,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
662,사구체질환 동반 전신홍반루푸스,Systemic lupus erythematosus with glomerular disease,M32.1,V136,의료비(급여부분),신장내과,혈액종양내과; 류마티스내과/면역내과,신장내과; 혈액종양내과; 류마티스내과/면역내과,중,"신장내과: 사구체, glomer | 혈액종양내과: hem | 류마티스내과/면역내과: 루푸스, lupus"
661,사르코신혈증,Sarcosinaemia,E72.5,V117,의료비(급여부분),이비인후과,,이비인후과,중상,이비인후과: 코
660,사르코이드관절병증,Sarcoid arthropathy,D86.8,V111,의료비(급여부분),류마티스내과/면역내과,이비인후과; 정형외과,류마티스내과/면역내과; 이비인후과; 정형외과,중,"류마티스내과/면역내과: 사르코이드, sarcoid | 이비인후과: 코 | 정형외과: 관절"
659,사르코이드근염,Sarcoid myositis,D86.8,V111,의료비(급여부분),류마티스내과/면역내과,이비인후과,류마티스내과/면역내과; 이비인후과,중,"류마티스내과/면역내과: 사르코이드, sarcoid | 이비인후과: 코"
658,사르코이드심근염,Sarcoid myocarditis,D86.8,V111,의료비(급여부분),심장내과/소아심장과,류마티스내과/면역내과; 이비인후과,심장내과/소아심장과; 류마티스내과/면역내과; 이비인후과,중,"심장내과/소아심장과: 심근, card, myocard | 류마티스내과/면역내과: 사르코이드, sarcoid | 이비인후과: 코"
657,사르코이드증에서의 다발성 뇌신경마비,Multiple cranial nerve palsies in sarcoidosis,D86.8,V111,의료비(급여부분),신경과,류마티스내과/면역내과; 이비인후과,신경과; 류마티스내과/면역내과; 이비인후과,중,"신경과: 뇌, 신경, 마비 | 류마티스내과/면역내과: 사르코이드, sarcoid | 이비인후과: 코"
656,사르코이드증에서의 홍채섬모체염,Iridocyclitis in sarcoidosis,D86.8,V111,의료비(급여부분),안과,류마티스내과/면역내과; 이비인후과,안과; 류마티스내과/면역내과; 이비인후과,중,"안과: 홍채 | 류마티스내과/면역내과: 사르코이드, sarcoid | 이비인후과: 코"
655,산발형 근위축측삭경화증,Sporadic amyotrophic lateral sclerosis,G12.21,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,이비인후과,신경과; 이비인후과,중,신경과: 근위축 | 이비인후과: ot
654,산성인산분해효소결핍,Acid phosphatase deficiency,E83.3,V189,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
653,산필립포 (B형)(C형)(D형) 증후군,Sanfilippo (types B)(type C)(type D) syndrome,E76.2,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
652,삼각머리증,Trigonocephaly,Q75.0,V265,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
651,삼첨판폐쇄,Tricuspid atresia,Q22.4,V146,의료비(급여부분),호흡기내과,,호흡기내과,중상,호흡기내과: 폐
650,삼탄당인산염이성화효소결핍빈혈,Triose-phosphate isomerase deficiency anaemia,D55.2,V164,의료비(급여부분),혈액종양내과,,혈액종양내과,중상,혈액종양내과: 빈혈
649,상세불명의 공통 가변성 면역결핍,"Common variable immunodeficiency, unspecified",D83.9,V111,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
648,상세불명의 궤양성 대장염,"Ulcerative colitis, unspecified",K51.9,V131,의료비(급여부분),소화기내과,,소화기내과,중상,"소화기내과: 대장, 장염"
647,상세불명의 뇌전증지속상태,"Status epilepticus, unspecified",G41.9,V125,의료비(급여부분),신경과,,신경과,중상,"신경과: 뇌, epile"
646,상세불명의 다발경화증,Unspecified multiple sclerosis,G35.9,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
645,상세불명의 뼈의 파젯병,"Paget’s disease of bone, unspecified",M88.9,V213,의료비(급여부분),정형외과,,정형외과,중상,"정형외과: 뼈, bone"
644,상세불명의 유전가족성 아밀로이드증,"Heredofamilial amyloidosis, unspecified",E85.2,V121,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,소아청소년과/의학유전학: 유전
643,상세불명의 유전성 망막디스트로피,Unspecified hereditary retinal dystrophy,H35.59,V209,의료비(급여부분),안과,신경과; 소아청소년과/의학유전학,안과; 신경과; 소아청소년과/의학유전학,중,"안과: 망막, retin | 신경과: dystrophy | 소아청소년과/의학유전학: 유전"
642,상세불명의 유전성 운동실조,"Hereditary ataxia, unspecified",G11.9,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,소아청소년과/의학유전학,신경과; 소아청소년과/의학유전학,중상,"신경과: 운동실조, ataxia | 소아청소년과/의학유전학: 유전"
641,상세불명의 이분척추,"Spina bifida, unspecified",Q05.9,V179,의료비(급여부분),정형외과,,정형외과,중상,정형외과: 척추
640,상세불명의 척수성 근위축,"Spinal muscular atrophy, unspecified",G12.9,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",신경과,,신경과,중상,"신경과: 척수, 근위축, spinal"
639,상세불명의 폐정맥결합이상,"Anomalous pulmonary venous connection, unspecified",Q26.4,V150,의료비(급여부분),심장내과/소아심장과,호흡기내과,심장내과/소아심장과; 호흡기내과,중,"심장내과/소아심장과: 정맥, ven | 호흡기내과: 폐, pulmo"
638,색소망막염,Retinitis pigmentosa,H35.51,V209,의료비(급여부분),안과,피부과,안과; 피부과,중,"안과: 망막, retin | 피부과: 색소, pigment"
637,색소성 담창구변성,Pigmentary pallidal degeneration,G23.0,V257,의료비(급여부분),피부과,,피부과,중상,"피부과: 색소, pigment"
636,색소실조증,Incontinentia pigmenti,Q82.3,V900,의료비(급여부분),피부과,,피부과,중상,"피부과: 색소, pigment"
635,색소피부건조증 그룹 A,Xeroderma pigmentosum Group A (XPA),없음,V900,의료비(급여부분),피부과,,피부과,중상,"피부과: 피부, 색소, pigment"
